"cus_id","comment_time","comment_star","cus_comment","shopID"
"坐看云起","2019-12-15 00:13","sml-str45","店铺在大马路边 很好找 牛尾汤炖得不错 土豆丝炒酸菜也是第一次品尝 挺不错的 这菜算是店家的其中之一的招牌菜 口味适中 份量足 价格实惠 值得一吃","l9mmAq3BMmspvQb8"
"时光旅行记忆","2019-11-19 01:34","sml-str50","云南餐厅，老板是云南红河的回族，是在泰国的第二代，从小小一家店做到了今天两家店哦，还有一家在夜市里，在清迈又一次听到熟悉的方言，好亲切哦，当然，最熟悉的还是味道了啦！味道对于云南人来说绝对是家乡的回忆，总算不甜了！Hahaha！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"点小评3052090447","2019-08-28 21:37","sml-str50","在清迈工作两个月  终于找到一家好吃的中餐  云南菜同时也是清真餐厅   两个人三个菜一个汤  这个炒面特别好吃  一根不剩  到清迈想吃中国菜的中国人可以来尝尝  穆斯林也可以来吃   清迈的清真餐馆不多
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"Hola_HY","2019-06-02 19:50","sml-str50","爸妈连续吃了三天泰餐，有点撑不住，网上搜到这家饭店，果断带爸妈来了，爸妈笑着说，终于吃到了家长的味道，闲聊中得知老板是云南过来的华人第二代，特别亲切。强烈推荐土豆丝，搭配自制的咸菜，味道超级好。","l9mmAq3BMmspvQb8"
"golden","2019-05-15 19:40","sml-str50","妈妈吃不惯泰国菜，有点水土不服。特地来了中餐厅吃清爽点的，她很满意，她吃的开心就可以，没来得及拍照，价格也不贵，老板华裔，中文很好也很热情，烧牛肉，空心菜，白菜粉丝汤，香酥鸭，淡馒头都很不错。如果有小孩老人，我觉得这家特别合适，毕竟泰国菜还是年轻人会吃的惯
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"点小评3556934340","2019-05-02 18:32","sml-str50","强烈推荐！！！超级好吃，我和老公两个人点了一堆，份量太大以为吃不完，结果太好吃了全部吃光！1. 泰式烤鱼，外焦里嫩，配上酱汁，好吃到想哭。 2. 冬阴功汤，来泰国必须点它，好喝！3. 炒香酥鸭，很香很入味！4. 忘记菜名，但是是很好吃的炒鸡肉，总之他家的菜，闭着眼睛点，不管是云南菜还是泰国菜，只要你喜欢重口，肯定会爱上这家店！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"萌萌哒的璐宝","2019-05-01 23:40","sml-str30","在云南朋友的推荐下来到了这家店，感觉虽然说是云南餐厅吧，但是菜式还是挺泰国的，感觉味道还是可以的，特别喜欢这家店的凉拌皮蛋！！！感觉这家店的菜很下饭哦，我们平均每个人都吃了两碗饭呢哈哈哈，这家店就在天天夜市后面一条街上，老板是云南人哦


		                            收起评价","l9mmAq3BMmspvQb8"
"翻滚吧__雪霞","2019-04-30 08:55","sml-str50","很好吃，酸菜炒牛肉最棒了。吃完了。","l9mmAq3BMmspvQb8"
"肉球肉肉","2019-03-28 21:48","sml-str30","可能我们去的时间不对，然后我们也太饿了
炒面冷的，饺子南方人可能吃不惯
一个豆腐汤，抄豆腐，炒面，饺子，抄鸡蛋五百珠一共，虽然很便宜，但也没觉得有点评写的那么好。合理种草，合理拔草，随便吃吃就可以了！还好没多点
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"番茄炒蛋","2019-02-16 20:54","sml-str40","餐厅装修比较简约，挺干净的，老板人不错，身在异乡能跟同胞沟通总是开心的。

土豆丝酸菜味道不错，如果土豆丝能更脆一点就完美了。红烧牛肉麻婆豆腐也还可以。

宫保鸡味道很一般，完全走样，建议不要点。

香草水很好喝。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"Timesand","2019-02-16 16:40","sml-str50","离3d美术馆很近，只有大概200米的距离。点评上评价也不错就去了。店员跟热情。菜单比较简单，价格亲民。味道偏咸，可能跟点的菜有关系。咸鱼炒芥兰。口味很家常
酸牛肉炒蛋味道很特别，可能喜欢那种酸菜味的会很喜欢，不喜欢的就很难接受
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"芝芝888","2019-02-15 14:57","sml-str20","估计这么高的评分和排名是买出来的，真的不好吃，那个牛肉巨咸，真心不能相信大众点评","l9mmAq3BMmspvQb8"
"风中的芨芨草","2019-02-07 21:22","sml-str40","改善伙食，就近吃中餐，炸鲈鱼好食量大，铺的炸九层塔也不错，来的多数是熟客。其他如炒空心菜、老奶洋芋、蛋花汤就比较一般了。","l9mmAq3BMmspvQb8"
"fiona沈若水","2019-02-06 16:36","sml-str50","非常赞的菜品！极其好吃！今天走了好几个店，一个泰国吊脚楼超级恶劣态度，专门过去最后实在受不了放弃。再打了双条车到这里，去另一家云南菜馆，结果竟然关门！临时到这里，没有想到菜这么好吃！点了土豆酸菜很好吃又开胃！其他三个菜也是好吃！总之是意外的开心满意！
菜差不多吃完了才拍照，绝对好吃就对了！全泰国现在最满意中餐馆了！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"泽尼特1983","2019-02-02 12:51","sml-str20","两年前春节来过，觉得味道不错也写了点评推荐。这次来大失所望，服务态度冷漠不说，菜也做的太差。生意好了，什么都降了以后还有人来吗？价格高，味道好也就罢了。可味道连个普通小吃店的水准都木有。不推荐","l9mmAq3BMmspvQb8"
"豆瓣酱涮昆布","2019-01-13 00:42","sml-str50","孩子特别喜欢的一家餐厅，也可能是我们在泰国呆久了泰餐吃烦了，专门搜到这家中国餐厅，果然土豆炖牛肉无比的诱人，连续三天到这家吃饭，老板是华裔，交流起来不费劲，就是菜价在清迈真心不便宜","l9mmAq3BMmspvQb8"
"点小评6228466801","2018-12-29 13:24","sml-str50","饭店老板人好会讲中国话，妻子是大学老师最最关键是菜做得好！哎呀来泰国这一周吃的最好的一顿饭！","l9mmAq3BMmspvQb8"
"点小评0620430335","2018-12-29 11:39","sml-str50","这是我们泰国清迈5天里吃的最好的饭菜、云南饭店的老板一家非常热情、炸整条鱼味道太好了、还有土豆丝酸菜等都非常棒","l9mmAq3BMmspvQb8"
"摩羯三","2018-11-30 21:52","sml-str20","其实，挺一般

鱼炸的不透，味道偏薄
冬荫功还好，但椰浆略差了一些
空心菜算是新鲜

不刷卡","l9mmAq3BMmspvQb8"
"点小评7830520139","2018-11-24 12:54","sml-str50","卖相一般，但是很好吃，尤其是酸菜炒牛肉和空心菜很好吃","l9mmAq3BMmspvQb8"
"135julie","2018-11-21 21:23","sml-str50","超棒的口味
老板人也好好
每个菜都很好吃","l9mmAq3BMmspvQb8"
"点小评5864427411","2018-11-10 02:56","sml-str10","清迈极差的餐厅，说是中餐其实就是一泰国餐厅装样子，本来抱着满怀吃中餐的心情，一进门里面坐着两个说着满嘴蹩脚英语的中国男女练习英语，一会儿英文一会儿中文的狂飙，时不时爆出一阵狂笑，旁若无人，环境很差！让饭店老板推荐的菜品，上来的酸菜土豆丝好难吃，酸菜其实就是泰国腌菜，结果还吃出一只死蚊子恶心到想吐 ，上来的红烧牛肉就那么小几块瘦肉，其他全是肥油，吃不下，上来的馒头又小又酸，这都不算啥，最重要的是到最后居然在盘子边窜出一只小蟑螂！！！！ 一直窜到了餐巾纸盒里，实在太恶心 只能匆匆离去，整个场所除了几个穆斯林聊天，没见什么人，真不相信这么差的餐厅居然能在大众点评排在前列，难道请了一帮水军在胡说八道？现在一想起盘子里的蚊子和蟑螂就恶心的想吐。。从环境到菜普都极不推荐。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"点小评5424796085","2018-10-08 15:55","sml-str50","吃了两天泰餐，快吃疯了。支持同胞开的店。迫不及待想吃中餐，这家云南饭店很好的缓解了我们想吃中餐的心。总体素菜都不错，推荐炒土豆丝。还有老板是华裔，中文很流利，非常热情地帮我们解决了和spa店客服鸡同鸭讲的窘迫。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"白巴哥","2018-10-06 12:51","sml-str40","不错的中餐馆，儿子说这几天吃的最舒服的一顿，老板很Nice","l9mmAq3BMmspvQb8"
"EZ14","2018-09-18 04:07","sml-str50","来泰国几天每天都觉得要吃吐了，今天来到他家，简直发现新大陆好吗？地地道道云南菜，简直吃了2大碗饭，明天还去","l9mmAq3BMmspvQb8"
"YUKI","2018-09-14 23:37","sml-str40","在清迈3D博物馆附近的一家中餐馆，因为吃了几天泰餐，所以今天带着孩子和老人选择中餐。
餐厅并不是很大，去的时候也只有我们一桌客人，服务的员工还算蛮热情，看到孩子主动上了儿童餐具。
豆腐白菜汤，熟悉的一款家常汤。
土豆炒酸菜看大众点评推荐点的，炒非常入味，土豆也闷的很烂，停下饭的。
麻婆豆腐味道也很。
番茄闷牛肉比较一般。西红柿炒蛋，和国内吃法不一样，没有汤汁。
总结:中规中矩的一家中餐馆。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"减肥路上越走越远","2018-09-09 02:52","sml-str50","一家中国人开的餐厅，菜品的样子不是特喜人，但是味道很赞的，在泰国吃到味道还不错的云南菜还是很欣喜的，牛肉做的很好吃，虽然看着不好看，但是好吃就行啊，哈哈哈，很下饭，饭店位置不在古城里，离古城还是有一段距离的哈
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"生活艺术家委圆荟","2018-09-08 09:30","sml-str50","酸菜土豆丝也太好吃了吧！对于不吃习惯泰北菜的人来说，这里是中餐的最佳选择了","l9mmAq3BMmspvQb8"
"爱吃榨菜肉丝的小梦","2018-08-28 13:32","sml-str10","本来我是一分都不想给的，我都不知道吃的是什么，一个餐厅一个人也没，菜品连团餐都不如，零分「烧牛肉」没有什么有它难吃的了","l9mmAq3BMmspvQb8"
"圈圈666666","2018-08-22 18:06","sml-str40","服务很好，菜品的话是改良过的，毕竟除了游客和华侨还要兼顾当地人得生意和口味。最好吃的是红烧牛肉。没有图了。","l9mmAq3BMmspvQb8"
"芡实炒鱼","2018-08-20 16:37","sml-str50","在清迈我们住的酒店旁边找了一家就近的中餐厅，吃的好舒服哦！口味比较重，合乎中国人的胃口，辣子有点酸甜，很开胃","l9mmAq3BMmspvQb8"
"关在盒子里","2018-08-12 19:24","sml-str50","酸菜烧土豆真好吃，儿子连一根土豆都不留","l9mmAq3BMmspvQb8"
"小美S","2018-08-08 21:53","sml-str50","很好吃，点了油炸罗非鱼香，酥，脆。小炒牛肉也很赞。","l9mmAq3BMmspvQb8"
"angelindevil","2018-07-27 20:03","sml-str50","口味适合中国胃，非常好吃
有点遗憾的是没有酒供应，天热喝啤酒舒服啊","l9mmAq3BMmspvQb8"
"leegame","2018-06-27 21:08","sml-str50","作为北方人，在清迈找到合适的吃的真心不容易。饭店位置好找，香格里拉对面200米左右。老板人很和气，而且中文流利。这次自由行最好的一家中餐馆子了。他家主要是清真馆，牛肉和鸡肉的料理都很入味，而且还不算辣。价格也比较亲民。各位吃不惯泰菜和不想吃洋快餐的都可以去试下。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"有点意思520","2018-06-20 21:58","sml-str30","看评价还不错走了20分钟找到这家店 中餐改良较大 普遍偏辣 水煮牛肉太老了 点了12个菜 没有惊艳 口味很一般 随便吃吃 6个人花了2300泰铢","l9mmAq3BMmspvQb8"
"张小美最爱天天天蓝","2018-05-02 21:25","sml-str50","连续吃了几天当地菜已然扛不住了。地道中国菜，老板热情亲切，菜有家的味道。","l9mmAq3BMmspvQb8"
"damingfjj","2018-04-03 12:49","sml-str50","老板中文说的很6 菜很好吃 来泰国快一周了 第一次吃饱 
两个人点了四个菜 西红柿牛腩 酸菜土豆丝 空心菜 麻婆豆腐 四个菜还不到一百块人民币
味道挺好","l9mmAq3BMmspvQb8"
"麻小小宝","2018-03-27 08:03","sml-str40","看完3 D博物馆搜到的地方，据说老板是华侨，与老板中文沟通无障碍，介绍了几个菜，味道都不错，相对泰国本地菜来说属于比较清淡，适合我们国人，老板推荐的酸菜炒土豆丝超级下饭，都清盘了。酸甜鱼是罗非鱼，感觉有点实的肉，不够滑，还是国内的鱼好吃点。芥兰也很好吃，也光盘了。牛肉煮的比较烂，味道类似我们的卤牛肉，也还不错，可以一试。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"信真谨慎的小邹","2018-03-26 16:50","sml-str50","因时间关系，回来再点评。老板是我们国内云南人，和气亲切感，服务好，口味鲜，菜谱适合各种人群口味，价格合理
[环境]优雅
[服务]周全","l9mmAq3BMmspvQb8"
"点小评6941389981","2018-03-16 19:38","sml-str50","异国他乡能吃到可口的中国菜感觉非常好！因为住的近、时不时的要过来吃一下，因为我是个中国肚子，吃不惯又酸又辣的泰国菜！","l9mmAq3BMmspvQb8"
"rengran1234","2018-03-03 22:10","sml-str50","到清迈第三天就吃不了泰餐的重口味了 网搜这家店跨越半个城来吃 炒芥蓝和红烧豆腐直接空盘 清蒸罗非鱼香嫩可口 抚平中国味 感谢老板 祝生意兴隆！","l9mmAq3BMmspvQb8"
"黄子琪_3188","2018-03-01 18:26","sml-str40","在泰国几天不太习惯当地味道，来吃的，很容易找，味道也不错","l9mmAq3BMmspvQb8"
"Octobermist","2018-02-28 15:40","sml-str40","离3d艺术馆200米左右很好找。门口有云南餐厅 中文字。点了酸菜土豆 麻婆豆腐、回锅牛肉、煎鸡蛋 还有几杯果汁等等。老人孩子吃的都很满意。全部空盘，老板人很好 打果汁还主动问询是否要加冰块！","l9mmAq3BMmspvQb8"
"网红店除草机","2018-02-25 20:02","sml-str40","多年前吃过
吃腻泰菜换个口味
味道尚可","l9mmAq3BMmspvQb8"
"sunyankui","2018-02-23 20:16","sml-str50","来了清迈好几天，饮食确实有些不习惯，来到这家云南饭店，菜品都不错，符合国人的口味，老板人也不错，聊天了解泰国的一些风土人情，墙裂推荐…犹豫太饿了忘记拍照，就看看我们吃完的吧，哈哈，都被吃光了…一点都不剩…
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"黑飞侠","2018-02-22 21:26","sml-str50","泰国菜吃腻了，换个口味，就去了这家，老板华人的后人，会讲中文，三人点了七个菜，光盘，估计老板惊呆了，味道确实不错，推荐。","l9mmAq3BMmspvQb8"
"numbgps","2018-02-21 20:18","sml-str50","父母都是回族，来清迈吃饭太不方便了，幸好找到这家店，还有牛肉！感动啊！清迈都难得找到牛肉的说，物美价廉量又足，好评好评ԅ(¯ㅂ¯ԅ)","l9mmAq3BMmspvQb8"
"rickwang1919","2018-02-19 20:48","sml-str50","今天驱车1小时前往黑森林餐厅，就是一生态餐厅，国内旅行团包了，人声鼎沸，实在没有那个意境，果断驱车回云南饭店，把酸菜类各个菜都点一遍，费用也就相当于两个人的费用。","l9mmAq3BMmspvQb8"
"sportman","2018-02-19 15:35","sml-str50","老板很热情，饭菜也很有中国味道，拉了两天肚子，终于吃顿舒心饭","l9mmAq3BMmspvQb8"
"B6_1502","2018-02-19 13:21","sml-str50","地址在香格里拉酒店往南走5分钟左右，在路西。我们点了酸菜土豆丝，小炒牛肉，麻婆豆腐，炒空心菜，炒米饭，总体来说味道都不错，我最爱土豆丝，符合我的口味，牛肉也好吃，豆腐不是特别麻。","l9mmAq3BMmspvQb8"
"蓟州人","2018-02-19 13:21","sml-str50","菜品可口，服务周到，已经在这家店吃了好多次了，父母的胃觉得这里最适合。在这里还有小馒头可以吃，来了一个多月了，很是怀念面食。","l9mmAq3BMmspvQb8"
"海参有心","2018-02-18 21:34","sml-str50","朋友推荐过来的，味道真的赞，空心菜，土豆丝炒酸菜比国内好吃，回锅牛肉要特别点评一下，松软而有嚼劲，口感非常好，味道也是香飘四溢，很快就被吃光了，下次来再尝一尝红烧牛肉。炒面，麻婆豆腐也给好评，不输国内口味！环境不错，靠近马路边，可以坐在路边吹着风用餐，再喝上一个大椰子，好惬意啊！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"luxi_a2015","2018-02-17 15:14","sml-str50","和爸妈来清迈，住在附近，老爸说想吃青菜，赶紧找了家中餐馆，点评上这件云南餐厅格外醒目，就来了。分量很足，味道还行，连吃四天泰餐以后怎么吃中餐都觉得好吃哈哈哈","l9mmAq3BMmspvQb8"
"【已注销用户】","2018-02-16 15:35","sml-str40","在泰国吃了好几天泰国菜实在是扶不住了，想吃点中国菜，于是搜索到了这家评分还挺好的云南饭店，他们家的点评第一推荐菜酸菜土豆丝很开胃，土豆丝炖的很烂，酸菜搭配起来很开胃和下饭，牛干巴除了有点咸别的都很好，酸菜鱼也还不错，牛尾汤特别好喝，炖的还很烂，强推！空心菜也还不错。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"勤快的臭小子","2018-02-15 15:27","sml-str50","带娃去清迈3D艺术中心玩了一上午，出来查询附近的餐馆找到的中餐厅，老板是亚裔华人方便沟通，也可以为小孩子特意点了菜单上没有的番茄炒蛋，就是鸡蛋太太太多了，以后番茄和鸡蛋平衡一下会更好，总体饭菜口味可以。


		                            收起评价","l9mmAq3BMmspvQb8"
"willowsfore","2018-02-13 21:25","sml-str50","来了清迈几天，想吃点青菜了。大众点评推的云南饭店，老板是华裔，普通话很好。特意点了炒通心菜和荷兰豆，菜也不错啦，我们不要辣的，都可以满足。","l9mmAq3BMmspvQb8"
"米月影","2018-02-12 20:25","sml-str50","刷马路意外的刷出了中国味道的餐厅，虽然中午正宗的泰餐也不错，但是中国胃还是需要中国味道调和一下……老板中文说的杠杠的，菜品味道也不错","l9mmAq3BMmspvQb8"
"点小评8895462223","2018-02-11 15:47","sml-str50","出来游玩的第八天，已经开始想念家乡菜，无意中路过了这家店，作为一个云南人觉得味道还不错，腌菜炒牛肉是云南的味道。","l9mmAq3BMmspvQb8"
"Suzy690123","2018-01-30 21:28","sml-str50","住附近民宿，搜到云南饭店，就兴匆匆赶来了。来清迈之后日日泰国菜，今天想念中国菜了，晚上不宜太荤，4位美眉减肥需要以蔬菜豆制品为主，烤鱼算是解解馋了，味道不错。","l9mmAq3BMmspvQb8"
"种草大仙","2018-01-25
  更新于2019-06-24 10:47","sml-str20","来泰国一周了

硬是好久没吃到中国菜了

当时迫不及待来拔草

不过最多给两星哦

【位置】香格里拉酒店附近 靠街的店面

【口味】【红烧牛肉】只有几坨你们敢信？？

【土豆丝酸菜】【麻婆豆腐】【空心菜】还行！

有点偏贵哦

服务一般般
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"RUI_6336","2018-01-17 16:30","sml-str50","距离清迈市区不是很远 服务态度很好 上菜速度很快！！ 自己就是云南人 感觉 味道 很好 吃到了久违的洋芋丝！！！！很满意","l9mmAq3BMmspvQb8"
"yanshuzhan","2018-01-02 16:10","sml-str50","餐厅离香格里拉酒店不远，店铺装修比较简单，老板是第三代华人移民，中文交流完全无障碍。餐厅价格不贵，菜品味道很不错，吃腻了泰菜可以来试试，红烧豆腐和炒空心菜是食客们都推荐的美味，一定不会亏待你的中国胃。
本店特色美食

炒面 , 牛肉面 , 麻婆豆腐 , 鱿鱼 , 菜花 , 小炒牛肉 , 回锅牛肉 , 清炒芥蓝 , 空心菜 , 凉拌皮蛋 , 荷兰豆 , 烧牛肉 , 酸菜牛肉 , 胡椒鸡 , 土豆丝炒酸菜 , 泰式炸鱼 , 泰式蒸鱼 , 豆腐蔬菜汤 , 香脆鸭 , 蒜蓉炒白菜 , 泰式花枝片 , 绿咖喱炒鸡 , 回锅牛肉盖浇饭 , 宫保鸡肉。
昨天晚上吃的，手机没电没办法照相。吃了四天泰国菜真是吃够了，寻找到了这家云南菜，去的时候店里没客人，老板娘一直和我们闲聊，老板娘是云南人，菜是整体适合江苏人的口味，点了好多最喜欢牛肉面和土豆丝，土豆丝超级下饭，他的米也是正宗的泰国香米哦，饭很香呢。问老板买了5公斤才50块人民币，超划算，在家做饭买米的我绝对有资格评价这超值的性价比。打个广告，他家的米是不对外的哦，有童鞋尝过感觉不错可以问老板卖哩。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"馒头","2017-12-31 04:45","sml-str40","旅游时候   酒店附近唯一找到的中餐      有可能家人吃不惯泰国的那种味道    就找了这家吃   味道不错    环境一般吧","l9mmAq3BMmspvQb8"
"阳华云章","2017-12-27 23:06","sml-str40","是家不算太大的店，没看招牌的话走过差点错过。
当吃了很多天泰餐后总会想吃中国菜的，哪怕是个炒小白菜也吃的热泪盈眶，中国人还是要吃中餐啊…
土豆丝炒酸菜是第一回吃，不知道这个算是东北菜还是啥，味道还可以，不管如何是中餐就好～
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"张无忌_2330","2017-12-05 14:19","sml-str50","非常好，一个云南人开的，来清迈时间长了，吃吃云南菜非常不错。","l9mmAq3BMmspvQb8"
"没有名字喔嘎嘎啦啦","2017-11-08 19:53","sml-str40","来清迈吃的第一顿中餐，老公忍不住要吃，各种口味不习惯。这家饭店在我们住的酒店门口。老板的父亲是云南过来的。","l9mmAq3BMmspvQb8"
"会卖萌的胖子能得到天下","2017-11-02 18:56","sml-str40","首先在清迈真的天天发愁吃啥，去吃过两次，第一次味道挺好的，可能是饿了，然后第二次去觉得也还不错，最起码能吃一碗白米饭。就是第二次去觉得不是很干净，男朋友吃了拉了一天肚子。当时我往厨房窗户望一眼，里面的人立马把窗户关上了。不过老板是华裔，点餐都OK。还是挺推荐的。还有评论里说的大中小份，我们点的小份哟！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"VVVVVanessa","2017-10-11 16:27","sml-str40","难得找到一家吃中餐的餐馆，终于可以不用吃泰餐了哈哈哈哈哈，而且菜品都不错哒，推荐想吃中餐的朋友们","l9mmAq3BMmspvQb8"
"点小评1343395400","2017-09-29 13:10","sml-str50","吃了这么多天的泰国菜、终于找到一家中国餐厅、还是地道的云南菜。终于可以吃一餐饱饭。店里的人服务也很好。全五星。","l9mmAq3BMmspvQb8"
"点小评4456154132","2017-09-21 13:25","sml-str50","终于吃上中国菜，很亲切的味道，红烧牛肉好嫩，我平时不爱吃牛肉的都觉得好吃，干巴牛肉好香，这两天有机会还会再来","l9mmAq3BMmspvQb8"
"陈绮贞123","2017-09-19 22:17","sml-str50","吃了五天泰国菜，实在受不了了，大众点评找到一家云南菜。电视都是央视的，好亲切。
张杰在唱逆战，我妈说，哎呦，张杰么！
我爸特别惊讶：什么？这哪里是张杰！
妈：就是张杰，老婆是快乐大本营谢娜
爸：谢娜都40多了，老公这么年轻？
妈：什么40多，30多好不好？
爸：谢娜不是模特么？……
我和我妈……呃……
我爸说，这是几天吃下来最好吃的一餐，他吃不惯泰国菜。


		                            收起评价","l9mmAq3BMmspvQb8"
"梦里花落不知多","2017-08-31 00:54","sml-str50","从3D博物馆出来，正好赶上中午，Google搜了一下附近中餐厅，找到这家店，步行只要两分钟，于是就慢悠悠走了过来。老板人很好，热心推荐菜品。菜味很好，牛肉超嫩，经济实惠，吃的超饱。如果有机会，下次还要过来！推荐！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"【已注销用户】","2017-08-28 14:32","sml-str50","菜很好吃 而且老板人超级nice
遇到我朋友改机票 老板都热情的解决 非常的不错 最主要的还挺便宜 两个人才吃400","l9mmAq3BMmspvQb8"
"Yunyi001728","2017-07-28 13:52","sml-str30","云南饭店听说在泰国名气还挺不错，但是去的时候觉得不像其他人说的那么好吃，环境还是不错的。但是是不是因为在泰国太长的缘故许多味道也已经淡了许多，没有正宗云南菜的味道了有点失望。而且进店以后发现服务员都很不搭理你。总体来说三星吧，第二天我们去了旁边滇南美食，虽然是才开起来的小店，但是一进去老板娘很热情，许多呀味道还是正宗的云南味，确实让我有点眼前一亮的感觉希望大家都能两者都去品尝一下在各评好坏吧！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"OwenPiero","2017-07-09 13:18","sml-str50","云南老板开的饭店，在泰国几天都是吃的泰餐，今天来云南饭店吃中餐，确实好吃，最好吃的就是炸鱼，外酥里嫩，没有刺。其他绿咖喱鸡肉，回锅牛肉也很好吃，值得推荐！","l9mmAq3BMmspvQb8"
"fhx0307","2017-07-08 19:46","sml-str50","味道真的不错，有家乡的感觉…光盘行动，哈哈！","l9mmAq3BMmspvQb8"
"hongye00021","2017-07-08 19:24","sml-str50","孩子吃不了泰餐，专门找了这家，离酒店挺远，但没有车，硬是走了过来。但真是值了。中式菜品味道很家常，很不错。忍受了几天泰餐的胃真心被安慰了。
鸡肉炒面被孩子吃了个光盘；炸虾也不错，宝宝直接吃了好几个；鸡蛋汤味道不错，4个人刚好喝的底朝天；酸菜馅的春卷很特色，好吃，没来得及照相就快完了……特别说下酸菜土豆丝，土豆丝会炒的软软的，部分人可能吃不惯，可我小时候就一直吃炒的软软的土豆，觉得很好吃，本已经吃饱了，又专门加了碗米饭拌着吃，很下饭。
环境也不错，干净整齐，很清净。店里放着中文歌曲，感觉很亲切。
老板人很好，服务很耐心，中文沟通很舒服，让憋了几天英文的我轻松了一截。点餐时会介绍口味，菜量，看见有孩子，还专门询问要不要辣。
总之很满意。
当然，大众点评还送2瓶水，渴的时候，刚刚好。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"点小评8942588880","2017-07-04 00:40","sml-str50","晚上素帖山下来，在酒店附近找到这家餐厅，有中式菜和泰式菜两大类，味道不错，很贴合国人胃口，服务也不错，已经准备打烊了，仍然为我们精心准备了美食，菜品味道很特色，量也足，价钱公道，让我们大快朵颐。而且竟然还有馒头，很宣很劲道，so hapyy的晚餐，老板云南人，聊的很开心!
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"derlin0321","2017-06-30 13:44","sml-str50","大众点评上找来的，离住的地方很近，老板会讲中文沟通无问题。不过最重要的是每个菜都分量十足而且很好吃，牛肉比我们那边好吃，鸡蛋饼超厚，炸虾也很好吃，不过要快点吃。。。来清迈的第一餐，非常值得～","l9mmAq3BMmspvQb8"
"曼曼SS","2017-06-04 21:33","sml-str40","小炒牛肉还是很好吃的 土豆丝一般般太烂 麻婆豆腐确实做得不好 中国菜品还是太少了点","l9mmAq3BMmspvQb8"
"爱吃肉肉的兔纸萬","2017-05-19 09:31","sml-str30","在清迈吃腻了泰菜，看推荐来了这家店，到了就明白为什么点评那么多，因为写点评送水，我们凭着小良心，没有为了免费水写点评，说实话，味道很一般，和云南菜毫无沾边，只能说将就吧。说说环境，我们去的时候，室内只有一桌，没有开空调，就决定坐外面，结果各种虫虫在身边飞，太生态了。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"点小评7108465200","2017-05-02 08:35","sml-str10","说这家店好吃的，都是些什么人？水军？ 在国内喜欢吃云南菜的，或在清迈呆上一个月的，还依然说赞的，请摸着良心，再举手投票。这家店，性价比超低，如此高大上的价格，用的大米，是棚户区路边摊大米，之前的食客，装着不知？还是分不清米饭好吃与否？华人当华人是傻瓜的模范店。菜量分大份 中份  小份  ，但是，菜单只标一个价格…   在上海的食客，熟知定西路云南餐厅的，来这儿，您会感觉进入一家假云南餐厅，唯一优点，价格高于上海云南餐厅。  清迈长康路  比   上海定西路   高二个档次。三个人午餐  付清单，中份，食客看300  是200 添一笔而成。老板点单   老板收银
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"小噜噜快跑","2017-04-12 19:58","sml-str30","这家饭店离我们住地方挺近的。就是不像很多人说的味道好，进店时候店里服务员懒懒散散不搭理人还是老板亲自招待的！点了里面推荐菜系，红烧牛肉跟罐头一样没牛肉味，炒空心菜太咸了，味道一般般！奶茶也是没什么味道，看到墙上写着大众点评五分好评送两瓶矿泉水知道里面为啥都是五分了！违心
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"咸猪不会飞","2017-04-03 21:54","sml-str40","跟着大众点评来的这家店，起晚了干脆早午饭一起解决。是一个中国人开的店，但是服务生并不会讲中文，我一进店跟人家讲中文，小哥整个人都是懵逼的后来他叫出了老板……店内中餐泰餐算是结合起来做了，如果放在国内可能并不是很出色，但是在泰国这家店做的还可以了。鱼炸的很酥不老，然后来泰国必点的蔬菜就是空心菜了，港真，泰国空心菜做的真心好吃啊！！麻婆豆腐的酱料不是很能接受，人均60左右吧，性价比挺高的
                            

		                            收起评价","l9mmAq3BMmspvQb8"
